"","V1"
"inaug_HerbertHoover_1_124",8
"inaug_HerbertHoover_1_125",8
"inaug_HerbertHoover_1_126",8
"inaug_HerbertHoover_1_127",8
"inaug_HerbertHoover_1_128",5
"inaug_HerbertHoover_1_129",5
"inaug_HerbertHoover_1_130",8
"inaug_HerbertHoover_1_131",3
"inaug_HerbertHoover_1_132",12
"inaug_HerbertHoover_1_133",12
"inaug_HerbertHoover_1_134",4
"inaug_HerbertHoover_1_135",4
"inaug_HerbertHoover_1_136",1
"inaug_HerbertHoover_1_137",1
"inaug_HerbertHoover_1_138",1
"inaug_HerbertHoover_1_139",1
"inaug_HerbertHoover_1_140",8
"inaug_HerbertHoover_1_141",8
"inaug_HerbertHoover_1_142",7
"inaug_HerbertHoover_1_143",7
"inaug_HerbertHoover_1_144",7
"inaug_HerbertHoover_1_145",7
"inaug_HerbertHoover_1_146",7
"inaug_HerbertHoover_1_147",10
"inaug_HerbertHoover_1_148",10
"inaug_HerbertHoover_1_149",10
"inaug_HerbertHoover_1_150",10
"inaug_HerbertHoover_1_151",10
"inaug_HerbertHoover_1_152",2
"inaug_HerbertHoover_1_153",2
"inaug_HerbertHoover_1_154",10
"inaug_HerbertHoover_1_155",10
"inaug_HerbertHoover_1_156",10
"inaug_HerbertHoover_1_157",1
"inaug_HerbertHoover_1_158",10
"inaug_HerbertHoover_1_159",8
"inaug_HerbertHoover_1_160",8
"inaug_HerbertHoover_1_161",10
"inaug_HerbertHoover_1_162",15
"inaug_HerbertHoover_1_163",15
"inaug_HerbertHoover_1_164",15
"inaug_HerbertHoover_1_165",7
"inaug_HerbertHoover_1_166",1
"inaug_HerbertHoover_1_167",15
"inaug_HerbertHoover_1_168",15
"inaug_HerbertHoover_1_169",5
"inaug_HerbertHoover_1_170",6
"inaug_HerbertHoover_1_171",6
"inaug_HerbertHoover_1_172",6
"inaug_HerbertHoover_1_173",12
"inaug_HerbertHoover_1_174",12
"inaug_HerbertHoover_1_175",13
"inaug_HerbertHoover_1_176",8
"inaug_HerbertHoover_1_177",8
"inaug_HerbertHoover_1_178",7
"inaug_HerbertHoover_1_179",15
"inaug_HerbertHoover_1_180",15
"inaug_HerbertHoover_1_181",12
"inaug_HerbertHoover_1_182",12
"inaug_HerbertHoover_1_183",15
"inaug_HerbertHoover_1_184",15
"inaug_HerbertHoover_1_185",7
"inaug_HerbertHoover_1_186",7
"inaug_HerbertHoover_1_187",4
"inaug_HerbertHoover_1_188",4
"inaug_HerbertHoover_1_189",4
"inaug_HerbertHoover_1_190",5
"inaug_HerbertHoover_1_191",7
"inaug_HerbertHoover_1_192",5
"inaug_HerbertHoover_1_193",5
"inaug_HerbertHoover_1_194",15
"inaug_HerbertHoover_1_195",6
"inaug_DwightDEisenhower_1_2",14
"inaug_DwightDEisenhower_1_3",14
"inaug_DwightDEisenhower_1_4",6
"inaug_DwightDEisenhower_1_5",3
"inaug_DwightDEisenhower_1_6",2
"inaug_DwightDEisenhower_1_7",3
"inaug_DwightDEisenhower_1_8",4
"inaug_DwightDEisenhower_1_9",14
"inaug_DwightDEisenhower_1_10",6
"inaug_DwightDEisenhower_1_11",6
"inaug_DwightDEisenhower_1_12",4
"inaug_DwightDEisenhower_1_13",4
"inaug_DwightDEisenhower_1_14",4
"inaug_DwightDEisenhower_1_15",4
"inaug_DwightDEisenhower_1_16",1
"inaug_DwightDEisenhower_1_17",1
"inaug_DwightDEisenhower_1_18",1
"inaug_DwightDEisenhower_1_19",7
"inaug_DwightDEisenhower_1_20",14
"inaug_DwightDEisenhower_1_21",12
"inaug_DwightDEisenhower_1_22",14
"inaug_DwightDEisenhower_1_23",4
"inaug_DwightDEisenhower_1_24",12
"inaug_DwightDEisenhower_1_25",12
"inaug_DwightDEisenhower_1_26",12
"inaug_DwightDEisenhower_1_27",8
"inaug_DwightDEisenhower_1_28",9
"inaug_DwightDEisenhower_1_29",9
"inaug_DwightDEisenhower_1_30",7
"inaug_DwightDEisenhower_1_31",9
"inaug_DwightDEisenhower_1_32",10
"inaug_DwightDEisenhower_1_33",5
"inaug_DwightDEisenhower_1_34",12
"inaug_DwightDEisenhower_1_35",2
"inaug_DwightDEisenhower_1_36",12
"inaug_DwightDEisenhower_1_37",12
"inaug_DwightDEisenhower_1_38",12
"inaug_DwightDEisenhower_1_39",12
"inaug_DwightDEisenhower_1_40",12
"inaug_DwightDEisenhower_1_41",9
"inaug_DwightDEisenhower_1_42",9
"inaug_DwightDEisenhower_1_43",9
"inaug_DwightDEisenhower_1_44",9
"inaug_DwightDEisenhower_1_45",1
"inaug_DwightDEisenhower_1_46",9
"inaug_DwightDEisenhower_1_47",9
"inaug_DwightDEisenhower_1_48",14
"inaug_DwightDEisenhower_1_49",12
"inaug_DwightDEisenhower_1_50",12
"inaug_DwightDEisenhower_1_51",12
"inaug_DwightDEisenhower_1_52",12
"inaug_DwightDEisenhower_1_53",12
"inaug_DwightDEisenhower_1_54",6
"inaug_DwightDEisenhower_1_55",5
"inaug_DwightDEisenhower_1_56",12
"inaug_DwightDEisenhower_1_57",12
"inaug_DwightDEisenhower_1_58",12
"inaug_DwightDEisenhower_1_59",12
"inaug_DwightDEisenhower_1_60",12
"inaug_DwightDEisenhower_1_61",12
"inaug_DwightDEisenhower_1_62",12
"inaug_DwightDEisenhower_1_63",9
"inaug_DwightDEisenhower_1_64",9
"inaug_DwightDEisenhower_1_65",9
"inaug_DwightDEisenhower_1_66",9
"inaug_DwightDEisenhower_1_67",12
"inaug_DwightDEisenhower_1_68",7
"inaug_DwightDEisenhower_1_69",12
"inaug_DwightDEisenhower_1_70",6
"inaug_DwightDEisenhower_1_71",12
"inaug_DwightDEisenhower_1_72",12
"inaug_DwightDEisenhower_1_73",12
"inaug_DwightDEisenhower_1_74",12
"inaug_DwightDEisenhower_1_75",12
"inaug_DwightDEisenhower_1_76",12
"inaug_DwightDEisenhower_1_77",12
"inaug_DwightDEisenhower_1_78",8
"inaug_DwightDEisenhower_1_79",1
"inaug_DwightDEisenhower_1_80",1
"inaug_DwightDEisenhower_1_81",12
"inaug_DwightDEisenhower_1_82",1
"inaug_DwightDEisenhower_1_83",12
"inaug_DwightDEisenhower_1_85",12
"inaug_DwightDEisenhower_1_86",12
"inaug_DwightDEisenhower_1_88",12
"inaug_DwightDEisenhower_1_89",12
"inaug_DwightDEisenhower_1_91",12
"inaug_DwightDEisenhower_1_93",12
"inaug_DwightDEisenhower_1_94",12
"inaug_DwightDEisenhower_1_96",12
"inaug_DwightDEisenhower_1_97",8
"inaug_DwightDEisenhower_1_99",11
"inaug_DwightDEisenhower_1_100",11
"inaug_DwightDEisenhower_1_101",12
"inaug_DwightDEisenhower_1_102",12
"inaug_DwightDEisenhower_1_103",12
"inaug_DwightDEisenhower_1_105",12
"inaug_DwightDEisenhower_1_106",7
"inaug_DwightDEisenhower_1_108",1
"inaug_DwightDEisenhower_1_109",1
"inaug_DwightDEisenhower_1_110",1
"inaug_DwightDEisenhower_1_111",11
"inaug_DwightDEisenhower_1_112",5
"inaug_DwightDEisenhower_1_113",8
"inaug_DwightDEisenhower_1_114",8
"inaug_DwightDEisenhower_1_115",6
"inaug_DwightDEisenhower_1_116",1
"inaug_DwightDEisenhower_1_117",3
"inaug_DwightDEisenhower_1_118",9
"inaug_DwightDEisenhower_1_119",9
"inaug_DwightDEisenhower_1_120",9
"inaug_DwightDEisenhower_1_121",9
"inaug_DwightDEisenhower_1_122",9
"inaug_DwightDEisenhower_1_123",9
"inaug_DwightDEisenhower_1_124",9
"inaug_DwightDEisenhower_1_125",9
"inaug_DwightDEisenhower_1_126",9
"inaug_DwightDEisenhower_1_127",3
"inaug_DwightDEisenhower_1_128",3
"inaug_DwightDEisenhower_1_129",8
"inaug_DwightDEisenhower_1_130",3
"inaug_DwightDEisenhower_1_131",4
"inaug_DwightDEisenhower_1_132",4
"inaug_DwightDEisenhower_1_133",14
"inaug_RichardNixon_1_2",14
"inaug_RichardNixon_1_3",14
"inaug_RichardNixon_1_4",14
"inaug_RichardNixon_1_5",4
"inaug_RichardNixon_1_6",14
"inaug_RichardNixon_1_7",4
"inaug_RichardNixon_1_8",4
"inaug_RichardNixon_1_9",4
"inaug_RichardNixon_1_10",4
"inaug_RichardNixon_1_11",4
"inaug_RichardNixon_1_12",4
"inaug_RichardNixon_1_13",3
"inaug_RichardNixon_1_14",4
"inaug_RichardNixon_1_15",8
"inaug_RichardNixon_1_16",8
"inaug_RichardNixon_1_17",8
"inaug_RichardNixon_1_18",9
"inaug_RichardNixon_1_19",4
"inaug_RichardNixon_1_20",4
"inaug_RichardNixon_1_21",4
"inaug_RichardNixon_1_22",13
"inaug_RichardNixon_1_23",12
"inaug_RichardNixon_1_24",3
"inaug_RichardNixon_1_25",9
"inaug_RichardNixon_1_26",3
"inaug_RichardNixon_1_27",12
"inaug_RichardNixon_1_28",9
"inaug_RichardNixon_1_29",9
"inaug_RichardNixon_1_30",4
"inaug_RichardNixon_1_31",4
"inaug_RichardNixon_1_32",14
"inaug_RichardNixon_1_33",14
"inaug_RichardNixon_1_34",12
"inaug_RichardNixon_1_35",12
"inaug_RichardNixon_1_36",14
"inaug_RichardNixon_1_37",14
"inaug_RichardNixon_1_38",14
"inaug_RichardNixon_1_39",14
"inaug_RichardNixon_1_40",14
"inaug_RichardNixon_1_41",14
"inaug_RichardNixon_1_42",14
"inaug_RichardNixon_1_43",4
"inaug_RichardNixon_1_44",14
"inaug_RichardNixon_1_45",14
"inaug_RichardNixon_1_46",14
"inaug_RichardNixon_1_47",14
"inaug_RichardNixon_1_48",3
"inaug_RichardNixon_1_49",9
"inaug_RichardNixon_1_50",14
"inaug_RichardNixon_1_51",14
"inaug_RichardNixon_1_52",14
"inaug_RichardNixon_1_53",14
"inaug_RichardNixon_1_54",14
"inaug_RichardNixon_1_55",14
"inaug_RichardNixon_1_56",12
"inaug_RichardNixon_1_57",3
"inaug_RichardNixon_1_58",12
"inaug_RichardNixon_1_59",3
"inaug_RichardNixon_1_60",13
"inaug_RichardNixon_1_61",14
"inaug_RichardNixon_1_62",3
"inaug_RichardNixon_1_63",14
"inaug_RichardNixon_1_64",3
"inaug_RichardNixon_1_65",3
"inaug_RichardNixon_1_66",15
"inaug_RichardNixon_1_67",15
"inaug_RichardNixon_1_68",15
"inaug_RichardNixon_1_69",15
"inaug_RichardNixon_1_70",12
"inaug_RichardNixon_1_71",8
"inaug_RichardNixon_1_72",14
"inaug_RichardNixon_1_73",14
"inaug_RichardNixon_1_74",12
"inaug_RichardNixon_1_75",14
"inaug_RichardNixon_1_76",10
"inaug_RichardNixon_1_77",6
"inaug_RichardNixon_1_78",12
"inaug_RichardNixon_1_79",3
"inaug_RichardNixon_1_80",3
"inaug_RichardNixon_1_81",3
"inaug_RichardNixon_1_82",9
"inaug_RichardNixon_1_83",3
"inaug_RichardNixon_1_84",3
"inaug_RichardNixon_1_85",3
"inaug_RichardNixon_1_86",3
"inaug_RichardNixon_1_87",1
"inaug_RichardNixon_1_88",3
"inaug_RichardNixon_1_89",9
"inaug_RichardNixon_1_90",9
"inaug_RichardNixon_1_91",9
"inaug_RichardNixon_1_92",9
"inaug_RichardNixon_1_93",9
"inaug_RichardNixon_1_94",3
"inaug_RichardNixon_1_95",3
"inaug_RichardNixon_1_96",4
"inaug_RichardNixon_1_97",4
"inaug_RichardNixon_1_98",8
"inaug_RichardNixon_1_99",4
"inaug_RichardNixon_1_100",12
"inaug_RichardNixon_1_101",12
"inaug_RichardNixon_1_102",3
"inaug_RichardNixon_1_103",3
"inaug_RichardNixon_1_104",3
"inaug_RichardNixon_1_105",3
"inaug_RichardNixon_1_106",6
"inaug_RichardNixon_1_107",3
"inaug_RichardNixon_1_108",1
"inaug_RichardNixon_1_109",14
"inaug_RichardNixon_1_110",14
"inaug_RichardNixon_1_111",14
"inaug_RichardNixon_1_112",14
"inaug_RichardNixon_1_113",14
"inaug_RichardNixon_1_114",14
"inaug_RichardNixon_1_115",14
"inaug_RichardNixon_1_116",14
"inaug_RichardNixon_1_117",9
"inaug_RichardNixon_1_118",14
"inaug_RichardNixon_1_119",3
"inaug_RonaldReagan_1_2",14
"inaug_RonaldReagan_1_3",14
"inaug_RonaldReagan_1_4",14
"inaug_RonaldReagan_1_5",14
"inaug_RonaldReagan_1_6",3
"inaug_RonaldReagan_1_7",12
"inaug_RonaldReagan_1_8",12
"inaug_RonaldReagan_1_9",12
"inaug_RonaldReagan_1_10",14
"inaug_RonaldReagan_1_11",9
"inaug_RonaldReagan_1_12",9
"inaug_RonaldReagan_1_13",9
"inaug_RonaldReagan_1_14",9
"inaug_RonaldReagan_1_15",5
"inaug_RonaldReagan_1_16",5
"inaug_RonaldReagan_1_17",5
"inaug_RonaldReagan_1_18",7
"inaug_RonaldReagan_1_19",4
"inaug_RonaldReagan_1_20",15
"inaug_RonaldReagan_1_21",14
"inaug_RonaldReagan_1_22",14
"inaug_RonaldReagan_1_23",3
"inaug_RonaldReagan_1_24",3
"inaug_RonaldReagan_1_25",3
"inaug_RonaldReagan_1_26",3
"inaug_RonaldReagan_1_27",7
"inaug_RonaldReagan_1_28",7
"inaug_RonaldReagan_1_29",7
"inaug_RonaldReagan_1_30",15
"inaug_RonaldReagan_1_31",15
"inaug_RonaldReagan_1_32",15
"inaug_RonaldReagan_1_33",11
"inaug_RonaldReagan_1_34",9
"inaug_RonaldReagan_1_35",9
"inaug_RonaldReagan_1_36",9
"inaug_RonaldReagan_1_37",9
"inaug_RonaldReagan_1_38",9
"inaug_RonaldReagan_1_39",9
"inaug_RonaldReagan_1_40",9
"inaug_RonaldReagan_1_41",15
"inaug_RonaldReagan_1_42",1
"inaug_RonaldReagan_1_43",14
"inaug_RonaldReagan_1_44",7
"inaug_RonaldReagan_1_45",7
"inaug_RonaldReagan_1_46",7
"inaug_RonaldReagan_1_47",7
"inaug_RonaldReagan_1_48",2
"inaug_RonaldReagan_1_49",2
"inaug_RonaldReagan_1_50",3
"inaug_RonaldReagan_1_51",3
"inaug_RonaldReagan_1_52",9
"inaug_RonaldReagan_1_53",9
"inaug_RonaldReagan_1_54",4
"inaug_RonaldReagan_1_55",12
"inaug_RonaldReagan_1_56",12
"inaug_RonaldReagan_1_57",12
"inaug_RonaldReagan_1_58",12
"inaug_RonaldReagan_1_59",5
"inaug_RonaldReagan_1_60",3
"inaug_RonaldReagan_1_61",3
"inaug_RonaldReagan_1_62",3
"inaug_RonaldReagan_1_63",3
"inaug_RonaldReagan_1_64",12
"inaug_RonaldReagan_1_65",12
"inaug_RonaldReagan_1_66",14
"inaug_RonaldReagan_1_67",14
"inaug_RonaldReagan_1_68",14
"inaug_RonaldReagan_1_69",12
"inaug_RonaldReagan_1_70",9
"inaug_RonaldReagan_1_71",9
"inaug_RonaldReagan_1_72",9
"inaug_RonaldReagan_1_73",9
"inaug_RonaldReagan_1_74",14
"inaug_RonaldReagan_1_75",14
"inaug_RonaldReagan_1_76",14
"inaug_RonaldReagan_1_77",14
"inaug_RonaldReagan_1_78",14
"inaug_RonaldReagan_1_79",9
"inaug_RonaldReagan_1_80",3
"inaug_RonaldReagan_1_81",9
"inaug_RonaldReagan_1_82",14
"inaug_RonaldReagan_1_83",6
"inaug_RonaldReagan_1_84",6
"inaug_RonaldReagan_1_85",3
"inaug_RonaldReagan_1_86",3
"inaug_RonaldReagan_1_87",3
"inaug_RonaldReagan_1_88",3
"inaug_RonaldReagan_1_89",14
"inaug_RonaldReagan_1_90",14
"inaug_RonaldReagan_1_92",4
"inaug_RonaldReagan_1_93",4
"inaug_RonaldReagan_1_94",4
"inaug_RonaldReagan_1_95",4
"inaug_RonaldReagan_1_96",12
"inaug_RonaldReagan_1_97",12
"inaug_RonaldReagan_1_98",3
"inaug_RonaldReagan_1_99",3
"inaug_RonaldReagan_1_100",3
"inaug_RonaldReagan_1_101",3
"inaug_RonaldReagan_1_102",3
"inaug_RonaldReagan_1_103",3
"inaug_RonaldReagan_1_104",3
"inaug_RonaldReagan_1_105",2
"inaug_RonaldReagan_1_106",6
"inaug_RonaldReagan_1_107",12
"inaug_RonaldReagan_1_108",12
"inaug_RonaldReagan_1_109",12
"inaug_RonaldReagan_1_110",12
"inaug_RonaldReagan_1_111",12
"inaug_RonaldReagan_1_112",5
"inaug_RonaldReagan_1_113",3
"inaug_RonaldReagan_1_114",14
"inaug_RonaldReagan_1_115",14
"inaug_RonaldReagan_1_116",14
"inaug_RonaldReagan_1_117",14
"inaug_RonaldReagan_1_118",14
"inaug_RonaldReagan_1_119",14
"inaug_RonaldReagan_1_120",14
"inaug_RonaldReagan_1_121",14
"inaug_RonaldReagan_1_122",14
"inaug_RonaldReagan_1_123",14
"inaug_RonaldReagan_1_124",14
"inaug_RonaldReagan_1_125",14
"inaug_RonaldReagan_1_126",14
"inaug_RonaldReagan_1_127",14
"inaug_RonaldReagan_1_128",14
"inaug_RonaldReagan_1_129",14
"inaug_RonaldReagan_1_130",14
"inaug_RonaldReagan_1_131",14
"inaug_RonaldReagan_1_132",12
"inaug_RonaldReagan_1_133",3
"inaug_RonaldReagan_1_134",3
"inaug_RonaldReagan_1_135",3
"inaug_RonaldReagan_1_136",3
"inaug_RonaldReagan_1_137",3
"inaug_RonaldReagan_1_138",14
"inaug_GeorgeBush_1_2",14
"inaug_GeorgeBush_1_3",14
"inaug_GeorgeBush_1_4",14
"inaug_GeorgeBush_1_5",14
"inaug_GeorgeBush_1_6",14
"inaug_GeorgeBush_1_7",14
"inaug_GeorgeBush_1_8",4
"inaug_GeorgeBush_1_9",14
"inaug_GeorgeBush_1_10",14
"inaug_GeorgeBush_1_11",14
"inaug_GeorgeBush_1_12",14
"inaug_GeorgeBush_1_13",14
"inaug_GeorgeBush_1_14",14
"inaug_GeorgeBush_1_15",14
"inaug_GeorgeBush_1_16",14
"inaug_GeorgeBush_1_17",7
"inaug_GeorgeBush_1_18",7
"inaug_GeorgeBush_1_19",6
"inaug_GeorgeBush_1_20",14
"inaug_GeorgeBush_1_21",4
"inaug_GeorgeBush_1_22",9
"inaug_GeorgeBush_1_23",9
"inaug_GeorgeBush_1_24",12
"inaug_GeorgeBush_1_25",8
"inaug_GeorgeBush_1_26",8
"inaug_GeorgeBush_1_27",12
"inaug_GeorgeBush_1_28",8
"inaug_GeorgeBush_1_29",4
"inaug_GeorgeBush_1_30",12
"inaug_GeorgeBush_1_31",12
"inaug_GeorgeBush_1_32",12
"inaug_GeorgeBush_1_33",12
"inaug_GeorgeBush_1_34",12
"inaug_GeorgeBush_1_35",12
"inaug_GeorgeBush_1_36",12
"inaug_GeorgeBush_1_37",12
"inaug_GeorgeBush_1_38",4
"inaug_GeorgeBush_1_39",8
"inaug_GeorgeBush_1_40",6
"inaug_GeorgeBush_1_41",15
"inaug_GeorgeBush_1_42",14
"inaug_GeorgeBush_1_43",9
"inaug_GeorgeBush_1_44",14
"inaug_GeorgeBush_1_45",14
"inaug_GeorgeBush_1_46",12
"inaug_GeorgeBush_1_47",3
"inaug_GeorgeBush_1_48",9
"inaug_GeorgeBush_1_49",7
"inaug_GeorgeBush_1_50",7
"inaug_GeorgeBush_1_51",9
"inaug_GeorgeBush_1_52",9
"inaug_GeorgeBush_1_53",9
"inaug_GeorgeBush_1_54",9
"inaug_GeorgeBush_1_55",9
"inaug_GeorgeBush_1_56",9
"inaug_GeorgeBush_1_57",14
"inaug_GeorgeBush_1_58",14
"inaug_GeorgeBush_1_59",14
"inaug_GeorgeBush_1_60",15
"inaug_GeorgeBush_1_61",15
"inaug_GeorgeBush_1_62",15
"inaug_GeorgeBush_1_63",15
"inaug_GeorgeBush_1_64",8
"inaug_GeorgeBush_1_65",15
"inaug_GeorgeBush_1_66",3
"inaug_GeorgeBush_1_67",9
"inaug_GeorgeBush_1_68",4
"inaug_GeorgeBush_1_69",9
"inaug_GeorgeBush_1_70",9
"inaug_GeorgeBush_1_71",9
"inaug_GeorgeBush_1_72",13
"inaug_GeorgeBush_1_73",13
"inaug_GeorgeBush_1_74",15
"inaug_GeorgeBush_1_75",13
"inaug_GeorgeBush_1_76",3
"inaug_GeorgeBush_1_77",3
"inaug_GeorgeBush_1_78",3
"inaug_GeorgeBush_1_79",3
"inaug_GeorgeBush_1_80",3
"inaug_GeorgeBush_1_81",9
"inaug_GeorgeBush_1_82",9
"inaug_GeorgeBush_1_83",9
"inaug_GeorgeBush_1_84",9
"inaug_GeorgeBush_1_85",9
"inaug_GeorgeBush_1_86",9
"inaug_GeorgeBush_1_87",9
"inaug_GeorgeBush_1_88",8
"inaug_GeorgeBush_1_89",3
"inaug_GeorgeBush_1_90",3
"inaug_GeorgeBush_1_91",2
"inaug_GeorgeBush_1_92",1
"inaug_GeorgeBush_1_93",8
"inaug_GeorgeBush_1_94",2
"inaug_GeorgeBush_1_95",11
"inaug_GeorgeBush_1_96",3
"inaug_GeorgeBush_1_97",9
"inaug_GeorgeBush_1_98",10
"inaug_GeorgeBush_1_99",14
"inaug_GeorgeBush_1_100",4
"inaug_GeorgeBush_1_101",6
"inaug_GeorgeBush_1_102",1
"inaug_GeorgeBush_1_103",1
"inaug_GeorgeBush_1_104",4
"inaug_GeorgeBush_1_105",2
"inaug_GeorgeBush_1_106",8
"inaug_GeorgeBush_1_107",9
"inaug_GeorgeBush_1_108",9
"inaug_GeorgeBush_1_109",9
"inaug_GeorgeBush_1_110",9
"inaug_GeorgeBush_1_111",9
"inaug_GeorgeBush_1_112",9
"inaug_GeorgeBush_1_113",9
"inaug_GeorgeBush_1_114",9
"inaug_GeorgeBush_1_115",9
"inaug_GeorgeBush_1_116",9
"inaug_GeorgeBush_1_117",9
"inaug_GeorgeBush_1_118",9
"inaug_GeorgeBush_1_119",9
"inaug_GeorgeBush_1_120",3
"inaug_GeorgeBush_1_121",7
"inaug_GeorgeBush_1_122",9
"inaug_GeorgeBush_1_123",11
"inaug_GeorgeBush_1_124",4
"inaug_GeorgeBush_1_125",12
"inaug_GeorgeBush_1_126",1
"inaug_GeorgeBush_1_127",1
"inaug_GeorgeBush_1_128",3
"inaug_GeorgeBush_1_129",3
"inaug_GeorgeBush_1_130",3
"inaug_GeorgeBush_1_131",1
"inaug_GeorgeBush_1_132",1
"inaug_GeorgeBush_1_133",1
"inaug_GeorgeBush_1_134",3
"inaug_GeorgeBush_1_135",3
"inaug_GeorgeBush_1_136",14
"inaug_GeorgeBush_1_137",9
"inaug_GeorgeBush_1_138",12
"inaug_GeorgeBush_1_139",14
"inaug_GeorgeBush_1_140",14
"inaug_GeorgeBush_1_141",14
"inaug_GeorgeBush_1_142",4
"inaug_GeorgeBush_1_143",14
"inaug_GeorgeBush_1_144",14
"inaug_GeorgeBush_1_145",14
"inaug_GeorgeBush_1_146",14
"inaug_GeorgeBush_1_147",4
"inaug_GeorgeBush_1_148",15
"inaug_GeorgeBush_1_149",6
"inaug_GeorgeBush_1_150",4
"inaug_GeorgeBush_1_151",4
"inaug_GeorgeBush_1_152",4
"inaug_GeorgeBush_1_153",15
"inaug_GeorgeBush_1_154",14
"inaug_GeorgeBush_1_155",9
"inaug_GeorgeBush_1_156",4
"inaug_GeorgeBush_1_157",3
"inaug_GeorgeBush_1_158",14
"inaug_GeorgeBush_1_159",14
"inaug_GeorgeBush_1_160",14
"inaug_GeorgeBush_1_161",14
"inaug_GeorgeBush_1_162",14
"inaug_GeorgeBush_1_163",14
"inaug_GeorgeBush_1_164",14
"inaug_GeorgeBush_1_165",14
"inaug_GeorgeWBush_1_2",14
"inaug_GeorgeWBush_1_3",14
"inaug_GeorgeWBush_1_4",14
"inaug_GeorgeWBush_1_5",14
"inaug_GeorgeWBush_1_6",14
"inaug_GeorgeWBush_1_7",9
"inaug_GeorgeWBush_1_8",9
"inaug_GeorgeWBush_1_9",9
"inaug_GeorgeWBush_1_10",9
"inaug_GeorgeWBush_1_11",9
"inaug_GeorgeWBush_1_12",9
"inaug_GeorgeWBush_1_13",4
"inaug_GeorgeWBush_1_14",4
"inaug_GeorgeWBush_1_15",4
"inaug_GeorgeWBush_1_16",4
"inaug_GeorgeWBush_1_17",4
"inaug_GeorgeWBush_1_18",4
"inaug_GeorgeWBush_1_19",12
"inaug_GeorgeWBush_1_20",12
"inaug_GeorgeWBush_1_21",9
"inaug_GeorgeWBush_1_22",9
"inaug_GeorgeWBush_1_23",3
"inaug_GeorgeWBush_1_24",12
"inaug_GeorgeWBush_1_25",12
"inaug_GeorgeWBush_1_26",12
"inaug_GeorgeWBush_1_27",14
"inaug_GeorgeWBush_1_28",1
"inaug_GeorgeWBush_1_29",1
"inaug_GeorgeWBush_1_30",9
"inaug_GeorgeWBush_1_31",3
"inaug_GeorgeWBush_1_32",8
"inaug_GeorgeWBush_1_33",3
"inaug_GeorgeWBush_1_34",3
"inaug_GeorgeWBush_1_35",3
"inaug_GeorgeWBush_1_36",3
"inaug_GeorgeWBush_1_37",9
"inaug_GeorgeWBush_1_38",3
"inaug_GeorgeWBush_1_39",9
"inaug_GeorgeWBush_1_40",3
"inaug_GeorgeWBush_1_41",3
"inaug_GeorgeWBush_1_42",3
"inaug_GeorgeWBush_1_43",4
"inaug_GeorgeWBush_1_44",4
"inaug_GeorgeWBush_1_45",4
"inaug_GeorgeWBush_1_46",3
"inaug_GeorgeWBush_1_47",3
"inaug_GeorgeWBush_1_48",3
"inaug_GeorgeWBush_1_49",3
"inaug_GeorgeWBush_1_50",3
"inaug_GeorgeWBush_1_51",3
"inaug_GeorgeWBush_1_52",3
"inaug_GeorgeWBush_1_53",3
"inaug_GeorgeWBush_1_54",3
"inaug_GeorgeWBush_1_55",3
"inaug_GeorgeWBush_1_56",3
"inaug_GeorgeWBush_1_57",3
"inaug_GeorgeWBush_1_58",15
"inaug_GeorgeWBush_1_59",15
"inaug_GeorgeWBush_1_60",14
"inaug_GeorgeWBush_1_61",6
"inaug_GeorgeWBush_1_62",6
"inaug_GeorgeWBush_1_63",6
"inaug_GeorgeWBush_1_64",9
"inaug_GeorgeWBush_1_65",5
"inaug_GeorgeWBush_1_66",7
"inaug_GeorgeWBush_1_67",4
"inaug_GeorgeWBush_1_68",4
"inaug_GeorgeWBush_1_69",3
"inaug_GeorgeWBush_1_70",3
"inaug_GeorgeWBush_1_71",8
"inaug_GeorgeWBush_1_72",8
"inaug_GeorgeWBush_1_73",3
"inaug_GeorgeWBush_1_74",6
"inaug_GeorgeWBush_1_75",9
"inaug_GeorgeWBush_1_76",8
"inaug_GeorgeWBush_1_77",12
"inaug_GeorgeWBush_1_78",12
"inaug_GeorgeWBush_1_79",12
"inaug_GeorgeWBush_1_80",6
"inaug_GeorgeWBush_1_81",4
"inaug_GeorgeWBush_1_82",8
"inaug_GeorgeWBush_1_83",9
"inaug_GeorgeWBush_1_84",9
"inaug_GeorgeWBush_1_85",12
"inaug_GeorgeWBush_1_86",12
"inaug_GeorgeWBush_1_87",6
"inaug_GeorgeWBush_1_88",2
"inaug_GeorgeWBush_1_89",3
"inaug_GeorgeWBush_1_90",14
"inaug_GeorgeWBush_1_91",14
"inaug_GeorgeWBush_1_92",14
"inaug_GeorgeWBush_1_93",14
"inaug_GeorgeWBush_1_94",14
"inaug_GeorgeWBush_1_95",14
"inaug_GeorgeWBush_1_96",14
"inaug_GeorgeWBush_1_97",4
"inaug_GeorgeWBush_1_98",6
"inaug_GeorgeWBush_1_99",12
"inaug_GeorgeWBush_1_100",12
"inaug_GeorgeWBush_1_101",12
"inaug_DonaldJTrump_1_2",14
"inaug_DonaldJTrump_1_3",3
"inaug_DonaldJTrump_1_4",3
"inaug_DonaldJTrump_1_5",3
"inaug_DonaldJTrump_1_6",14
"inaug_DonaldJTrump_1_7",14
"inaug_DonaldJTrump_1_8",14
"inaug_DonaldJTrump_1_9",7
"inaug_DonaldJTrump_1_10",7
